EventId,EventTemplate,Occurrences,idf
881204dc,<*> <*> 30:0000000e 31:000865b0,90,0.9161369680408242
861db709,lr:0000d9ac <*> xer:00000002 ctr:0000e248,90,0.9161369680408242
af999985,rts internal error,2187,0.8462850090698956
093795fc,<*> 13:1eeeeeee <*> 15:00000001,2,0.9910932175039976
a80e6955,<*> 17:00000000 18:001e7ea0 19:ffffffff,31,0.9390950190138894
0a17c121,ciod: Message code <*> is not <*> or 4294967295,2278,0.845389885725063
2355b700,ciod: pollControlDescriptors: Detected the debugger died.,6443,0.8225572848639539
117f3d2b,ciod: for node <*> read continuation request but ioState is 0,395,0.8838335450294488
48419d48,ciod: cpu 0 at treeaddr <*> sent unrecognized message 0xffffffff,2569,0.8427501506447941
7cd1649c,machine check interrupt (bit=0x1d): L2 dcache unit data parity error,49,0.9292915067648846
0beb5bdf,<*> <*> 2:1eeeeeee 3:00000000,13,0.9572545254627045
8e514401,4:00088750 5:00088740 <*> <*>,7,0.9695475095069448
9e6939cf,8:00106810 9:0000146b 10:0ff00000 11:00088780,1,1.0
2493b3b9,20:fffffff4 21:00000008 <*> <*>,2,0.9910932175039976
578ebdb8,24:00082d70 25:00082d78 26:00000000 27:00082d78,1,1.0
8541bfc0,28:00040000 29:00000070 30:00082d78 31:00106720,1,1.0
053ba559,<*> <*> xer:00000002 ctr:00000000,39,0.934193262889387
083912c3,ciod: LOGIN <*> failed: <*> <*>,1288,0.8579081228650862
93e7648c,machine check interrupt <*> <*> <*> <*> error,60,0.9249233840520568
1bc8b844,L3 <*> control register: <*>,96,0.9147343537056791
243d8ef7,start <*>,192,0.8996216323733592
df92efc7,disable speculative access...............0,48,0.9297352961719365
25467522,close EDRAM pages as soon as possible....0,48,0.9297352961719365
f848d6c7,size of scratchpad portion of L3.........0 (0M),48,0.9297352961719365
2a42fb07,disable all access to cache directory....0,48,0.9297352961719365
f3e15661,write buffer commit threshold............2,48,0.9297352961719365
4d2c5c62,size of DDR we are caching...............1 (512M),48,0.9297352961719365
13b72099,prefetch depth for <*> <*>,144,0.9059031885941872
38852af9,max number of outstanding prefetches.....7,48,0.9297352961719365
ae06da2d,turn on hidden refreshes.................1,48,0.9297352961719365
bc247649,disable write lines 2:4..................0,48,0.9297352961719365
0a0a845e,capture first <*> <*> error address..0,283,0.8911361969077671
6318935a,disable flagging of DDR UE's as major internal error.0,47,0.9301882365178871
b87b2484,L3 ecc status register: <*>,47,0.9301882365178871
b34a3a1d,correctable error detected in directory <*>,94,0.9151920125198056
6add574a,uncorrectable error detected in <*> <*>,141,0.9063624421542948
28c5ebea,correctable error detected in EDRAM bank <*>,94,0.9151920125198056
3df233f0,uncorrectable error detected in EDRAM bank <*>,94,0.9151920125198056
b265915b,parity error in <*> <*>,141,0.9063624421542948
cb5b50aa,parity error in read queue <*>,141,0.9063624421542948
8e3bdf35,number of correctable errors detected in L3 <*>,94,0.9151920125198056
165d9e06,interrupt threshold...0,94,0.9151920125198056
39f3a360,number of lines with parity errors written to L3 <*>,47,0.9301882365178871
1ce17c56,DDR machine check register: 0x00000000 <*>,47,0.9301882365178871
e45e8625,memory and bus summary...........................0,47,0.9301882365178871
d306a33e,command manager unit summary.....................0,47,0.9301882365178871
e0d805d0,memory manager <*> <*>,188,0.9000816874816419
362615f3,memory manager address parity error..............0,47,0.9301882365178871
05d14ace,memory manager <*>,94,0.9151920125198056
5a2c6163,memory manager <*> buffer <*>,94,0.9151920125198056
173e7dcc,memory manager refresh counter timeout...........0,47,0.9301882365178871
591a08e9,state machine....................................0,47,0.9301882365178871
c206fb85,memory manager / command manager address parity..0,47,0.9301882365178871
2b1ad675,regctl scancom interface.........................0,47,0.9301882365178871
5827d3bf,DDR failing info register: <*>,18,0.9505462591373632
94c7e81f,capture <*>,47,0.9301882365178871
86e1019b,symbol................15,1,1.0
91e7bec8,mask..................0x40,1,1.0
9c9afb83,miscompare............0,47,0.9301882365178871
4c75ff5e,uncorrectable <*>,47,0.9301882365178871
0fdd0ea7,address parity error..0,47,0.9301882365178871
2576bed1,correctable <*>,47,0.9301882365178871
63591d74,qw trapped............0,47,0.9301882365178871
9598a6c0,chip select...........0,47,0.9301882365178871
9e0ff38f,DDR failing data registers: <*> <*>,47,0.9301882365178871
76b7c14e,0x00000000 <*>,109,0.9119715991434788
7785de1a,DDR failing address register: <*> <*>,47,0.9301882365178871
9d2306c2,4:00000000 5:00000000 <*> <*>,2,0.9910932175039976
56739e4d,<*> 9:00000001 10:1fe00000 <*>,10,0.962552091007564
4cb2922c,16:00558630 17:00089b10 18:00089b08 19:000887fc,1,1.0
ed0a89ce,24:00000007 25:ffffffff 26:00089ae0 27:000894a4,1,1.0
4c39f36c,28:00040000 29:00000000 30:00090000 31:00000000,1,1.0
27c9c750,lr:0000846c cr:48004242 xer:00000002 ctr:029ad752,1,1.0
eafc33c7,PrepareForService is being done on this <*> <*> <*> <*> mType(4)) by root,5,0.97586697225747
8968e6bb,PrepareForService shutting down <*> <*> <*> <*> <*> as part of Service Action <*>,2316,0.845026631371165
cc5f7485,EndServiceAction is restarting the <*> in midplane <*> as part of Service Action <*>,537,0.8771019345695955
928b0f63,EndServiceAction <*> performed upon <*> by <*>,233,0.895390141846532
a2335b6b,Node card is not fully functional,17364,0.8007814091435921
9d5d6232,Can not get assembly information for node card,17305,0.8008561715751943
a814cc3b,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,16897,0.8013802559600529
19083ffd,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,21356,0.7962359699746999
0509d32d,ciod: sendMsgToDebugger: error sending PROGRAM_EXITED message to debugger.,3,0.9847737547534723
9055a95b,4:00055920 5:00055910 6:00009338 7:00000000,1,1.0
768734f4,8:00015630 9:00045142 10:03389d21 11:000107fd,1,1.0
e82d3d95,12:000558a0 13:1eeeeeee 14:0178fa90 15:0002ac00,1,1.0
654c8f11,<*> <*> 18:00000000 19:00000000,2051,0.8476946854167178
41e7acde,20:00000000 21:00000001 22:00085e70 23:00085fd8,3,0.9847737547534723
0dc8507c,24:00085fdc 25:00000000 26:00000000 <*>,3,0.9847737547534723
633491b7,28:00000000 29:03384ef0 30:00040000 31:00040220,1,1.0
f1812bfc,lr:0000b20c cr:40002424 xer:00000002 ctr:000095e0,1,1.0
22ba3b0c,4:00085fd8 5:000865b0 <*> <*>,4,0.9798719986289699
c18f7193,<*> 9:00000400 <*> 11:c0018000,7,0.9695475095069448
b403dcd7,<*> 13:1eeeeeee 14:2e8ba2e9 <*>,3,0.9847737547534723
3b5349aa,16:0000055f 17:0c5cc1e0 18:00000001 19:04ed1b98,1,1.0
efec2575,20:000012c0 21:0000055f 22:00000000 23:04ecf0a0,1,1.0
63665d44,<*> 29:000000e3 <*> 31:00000001,10,0.962552091007564
25a328b8,lr:0000ea38 cr:84404442 xer:00000002 ctr:0000024b,1,1.0
15d914d8,0:00000002 1:1fea8640 2:1eeeeeee 3:fe9bc000,1,1.0
6632ef44,4:00439430 5:ffff96e0 6:fffbccf0 7:0f554c48,1,1.0
7c875406,8:0f4c4108 9:0d563fc0 10:0d7679b8 11:05681130,1,1.0
33acc38a,12:0d7007b8 13:1eeeeeee 14:00000015 15:fe9bc000,1,1.0
9c1ff58e,16:00364380 17:00440000 18:05fb0d70 19:05f6da60,1,1.0
a7e7a8cf,20:004d96ac 21:0d6323c0 22:07bd4840 23:0567a810,1,1.0
fed466c2,24:09218840 25:00000001 26:004e0000 27:0a154900,1,1.0
2425917d,28:0007d000 29:0b798900 30:00067200 31:00090b40,1,1.0
b199c78d,<*> <*> xer:20000002 ctr:00000001,2,0.9910932175039976
46e7555d,<*> torus <*> <*> <*> error(s) (dcr <*> detected and corrected,1217,0.8591526876853915
ca199079,<*> correctable errors exceeds threshold (iar <*> lr <*>,26,0.9428271620189375
f9ca649f,0:0007d000 1:1fea8670 2:1eeeeeee 3:00439130,1,1.0
764a87ee,4:00000fc5 5:0007d000 6:fffa8840 7:0006d600,1,1.0
b846a084,8:0006d600 9:00591040 10:00591040 11:0dfc8330,1,1.0
7244ab11,12:0daa7b28 13:1eeeeeee 14:ffa94800 15:00000007,1,1.0
19f2582f,16:069df3b0 17:06b563b0 18:066ccbc0 19:004d8f30,1,1.0
14045f68,20:0deed738 21:0d9ccf30 22:0f5ef850 23:0f572850,1,1.0
93936bd4,24:0f6e9850 25:0daa7b30 26:0f66c850 27:0df5ad38,1,1.0
3ef3a7a6,28:0da3a530 29:059674c0 30:0dfc8338 31:0e110530,1,1.0
580d40ce,<*> <*> xer:20000002 ctr:00000002,4,0.9798719986289699
c46da7fa,0:00002000 1:1fea8b60 2:1eeeeeee 3:006af8d0,1,1.0
58fbaab4,4:00001f82 5:b1144000 6:06412ce0 7:0cdc1fe0,1,1.0
9271f683,8:00a2104c 9:0007e080 10:06412ce0 11:00000000,1,1.0
cf9094d9,12:00000300 13:1eeeeeee 14:06412ce0 15:00c19490,1,1.0
9674d5af,16:0cdc1fe0 17:00000065 18:009e7400 19:1fea8b80,1,1.0
28195527,20:00000000 21:ffffffff <*> <*>,3,0.9847737547534723
f096cb20,24:b1144000 25:00002000 26:00000008 27:006af8d0,1,1.0
6ed0f437,28:006af9f4 29:007c1fb0 30:00007e08 31:007c2000,1,1.0
396d9f90,lr:00368da8 cr:84404448 xer:00000002 ctr:00368610,1,1.0
3fba9c93,Starting SystemController,71,0.9212814540218847
d8399e7f,Controlling BG/L rows [ 0 1 2 3 ],20,0.948347742966702
582df684,Running as background command,70,0.9215886874008224
d2c9db9b,data storage interrupt,63493,0.7723016636132638
cce08081,exception syndrome register: <*>,18013,0.7999753902524662
74814646,machine check: i-fetch......................0,18017,0.7999705130702729
cc8ff6de,program interrupt: <*> <*>,57874,0.7743371077646106
2d848ea7,floating point <*>,9824,0.8132921007249045
cf72f933,store <*>,9824,0.8132921007249045
9851467f,data store interrupt caused by <*>,19646,0.7980692094486878
f28dcd0f,auxiliary processor.........................0,8419,0.816682028938434
3971a417,byte ordering exception.....................0,8102,0.8175250161920955
39f84cff,program interrupt: fp cr update.............0,8102,0.8175250161920955
df88d884,program interrupt: fp cr field .............0,8102,0.8175250161920955
948bc57b,0:000008ce 1:00086000 2:1eeeeeee 3:1feaa770,2048,0.8477268241620388
4c70de01,4:000008ce 5:ffffffff 6:00000038 7:00086590,2048,0.8477268241620388
0a74596c,8:00000004 9:4e800020 <*> <*>,2048,0.8477268241620388
fbca072b,24:1feaa7a0 25:00284538 26:00230000 27:00320000,2048,0.8477268241620388
4e748854,28:1feaa7b0 29:00000001 30:000008ce 31:1feaa790,2048,0.8477268241620388
d7cb53a5,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,2048,0.8477268241620388
a97e8b5c,0:0035fd54 1:1fea9830 2:1eeeeeee 3:007c2130,1,1.0
8af2a071,4:1fea96f0 5:00000004 6:02a02600 7:0098a3b0,1,1.0
b7a8bfb6,8:00007390 9:00000182 10:fff1f174 11:00000004,1,1.0
1b7715d1,12:0045b788 13:1eeeeeee 14:009823a0 15:02a02600,1,1.0
fc1fe822,16:029fa5f0 17:00000065 18:066aa9b0 19:066a29a0,1,1.0
e5ce010b,24:00000000 25:1fea98c0 26:0000000e 27:006af8d0,1,1.0
f14d57a8,28:00008000 29:006af8d0 30:0000000b 31:00540000,1,1.0
b291964c,external input interrupt (unit=0x02 <*> torus sender <*> retransmission error was corrected,1322,0.8573362129443464
cb0fd5ca,external input interrupt (unit=0x01 bit=0x09): number of corrected SRAM errors has exceeded threshold,39,0.934193262889387
ea3efa0b,suppressing further interrupts of same type,7694,0.8186599015496854
d42c39fc,symbol................0,41,0.9331214977201744
3d21d10a,mask..................0x00,41,0.9331214977201744
0b175688,<*> 0x00000000,4,0.9798719986289699
03ce964a,4:00000bd5 5:071c9ae0 6:00002f54 7:00000000,1,1.0
7afa4ef4,8:02fdead0 9:00230000 10:00230000 11:00230000,1,1.0
97d99aa1,<*> 13:1eeeeeee <*> 15:00230000,2,0.9910932175039976
09163e64,16:002364a8 17:00236758 18:00230000 19:00236740,1,1.0
2280509b,20:00236320 21:002365d0 22:00236390 23:00000008,1,1.0
1b0ab069,24:002366e0 25:002363b8 26:00388c50 27:0038d720,1,1.0
f4c778bd,28:00388c70 29:00236460 30:002366e8 31:00236710,1,1.0
efb63771,<*> <*> xer:20000002 ctr:00000000,24,0.9445177520114123
34832905,Ido chip status changed: <*> <*> <*> t=4 status=M <*> <*> <*> <*> PDT 2005,7737,0.8185374916397318
51abdcf4,8:10cae050 9:b1150400 10:fff1f0fc 11:b1150400,1,1.0
eac0c110,28:30008e90 29:30008f40 30:00000000 31:30008e30,1,1.0
b46caa6c,0:01360ec8 1:0fea05d0 2:1eeeeeee 3:01300fc8,1,1.0
8a26222f,4:01360ef0 5:01360ef0 6:00323350 7:00323648,1,1.0
d1cb6201,8:01360ec8 9:01300fc8 10:000001ff 11:00000006,1,1.0
198a8cad,12:000001ff 13:1eeeeeee 14:0fee0b88 15:0000003a,1,1.0
5089153d,16:0fee0b9c 17:00000848 18:00000069 19:0000006a,1,1.0
390e9e79,20:0fea0700 21:000000ff 22:0000000d 23:00c80d80,1,1.0
e8d1faf2,24:00c7a218 25:003223e0 26:00c7a368 27:01d56830,1,1.0
4c19ef80,28:00c80d48 29:00f97c30 30:00926dc0 31:00b0f6b0,1,1.0
28dcd407,lr:0013f290 cr:24404888 xer:20000002 ctr:0013f0d8,1,1.0
8df75523,8:05ff6fc0 9:b1150800 10:fff1f0fc 11:b1150800,1,1.0
5a1ba141,<*> 29:00000000 <*> 31:1fefff60,2,0.9910932175039976
72b23e97,<*> cr:20000020 xer:00000002 <*>,2,0.9910932175039976
a3a5e773,0:000180d8 1:1fea9fc0 2:1eeeeeee 3:09087880,1,1.0
e26061b6,4:0000c000 5:0000c000 6:00000600 7:1fea9f64,1,1.0
ff55608a,8:000003ff 9:0000003f 10:0000003f 11:00000000,1,1.0
ac45c8d3,12:00000000 13:1eeeeeee <*> <*>,7,0.9695475095069448
33a96031,16:108ec3b4 17:00000000 18:00000000 19:000c06c0,1,1.0
72e54f29,20:00000000 21:000133e0 22:00004cf8 23:66666667,1,1.0
aa6d1003,24:00004000 25:00000313 26:00000001 27:004bb280,1,1.0
7794772d,28:06a55c20 29:06a55c1c 30:00000000 31:1feaa420,1,1.0
9a5db2dc,lr:00128084 cr:42000444 xer:00000002 ctr:00201390,1,1.0
c8b212ee,BGLMaster has been started: ./BGLMaster --consoleip 127.0.0.1 --consoleport 32035 --configfile bglmaster.init,6,0.972480770709232
f59a8987,BglIdoChip table has <*> IDOs with the same IP address <*>,9,0.9646457533824424
11eecbba,<*> IpAddress(10.0.0.237) Status(A),4,0.9798719986289699
c9589c76,<*> IpAddress(10.0.1.12) Status(A),4,0.9798719986289699
6ba01c0d,<*> IpAddress(10.0.1.8) Status(A),4,0.9798719986289699
89057316,"While initializing <*> card iDo machine with LP of <*> caught java.io.IOException: Could not contact iDo with <*> and <*> because java.lang.RuntimeException: Communication error: (DirectIDo for Uninitialized DirectIDo for <*> is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = 0, Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 5, Actual Op Reply = -1, Expected Sync Command = 10, Actual Sync Reply = -1)",518,0.8778917447932437
a7e126df,NodeCard VPD is corrupt,10,0.962552091007564
01c4e373,"While initializing node card, ido with LP of <*> caught java.lang.IllegalStateException: IDo is not in functional state -- currently in state COMMUNICATION_ERROR",9,0.9646457533824424
1297145b,4:00088590 5:00088580 6:0000911c 7:00088560,1,1.0
9382e9c3,12:00088510 13:1eeeeeee 14:0028c64c 15:1feaa850,1,1.0
b77c0c24,<*> <*> 18:00088804 19:00089b08,25,0.9436561973315921
e29d7364,20:00000009 21:ffffffff 22:00000008 <*>,33,0.9377632883430537
2412a1a1,24:00082d90 <*> <*> 27:00040000,14,0.9557389708864399
f9a11d63,28:ffffca68 29:00000000 30:000894a4 31:ffffca68,3,0.9847737547534723
12cf0881,lr:00009f18 <*> xer:20000002 <*>,3,0.9847737547534723
49c3c8c1,ciod: Unexpected eof at line <*> of node map file <*>,328,0.8879052386099601
4496b375,ciod: Error creating node map from file <*> <*> <*> <*>,5464,0.8261770962494275
d424a174,"ddr: Unable to steer rank=0, <*> - rank is already steering symbol <*> Due to multiple symbols being over the correctable e",22,0.9463493815157413
fe297487,"rror threshold, consider replacing the card",22,0.9463493815157413
e5388130,"ddr: Unable to steer rank=0, <*> - rank is already steering symbol <*> Due to multiple symbols being over the <*>",24,0.9445177520114123
48f86eb6,"error threshold, consider replacing the card",23,0.9454144817644147
fe28cfb8,symbol................7,1,1.0
65c9afed,mask..................0x10,1,1.0
8e8f364d,0x3f7af6a9 0xb9d48c16,1,1.0
ba0bdf85,0x3f7af84f 0x70bc91d9,1,1.0
5ee8d2b9,0x3f7afa52 0x07a0dee5,1,1.0
7dae74a6,0:08958fe0 1:1fea9330 2:1eeeeeee 3:08958fd0,1,1.0
b7eee150,8:00000000 9:00000001 10:00550000 11:006ae8a0,1,1.0
ec4316ab,16:1fea9a60 17:00000002 18:00000003 19:004c0000,1,1.0
b6b3c050,20:1fea9a28 21:000e3760 22:00016bf0 23:0000000b,1,1.0
ef0446b1,24:00000000 <*> <*> 27:00000000,13,0.9572545254627045
045c2183,28:00788f60 29:00005afc 30:0d476760 31:0d6ebda0,1,1.0
c310d610,lr:0014fe50 cr:24042424 xer:00000002 ctr:00060a92,1,1.0
2b1a9e42,PrepareForService is being done on this part <*> <*> <*> <*> <*> by <*>,131,0.9079665727719788
a1da6209,"ciod: Error loading <*> program image too big, <*> > <*>",1512,0.8543884282185491
e2d4cd48,critical input interrupt (unit=0x0b <*> warning for <*> <*> wire,7682,0.8186941845508048
2d239257,job <*> timed out. Block freed.,306,0.8894255628808494
f965f32e,<*> 5:80000000 <*> 7:00030000,4,0.9798719986289699
b1ee3d30,8:1ff00000 9:00000001 10:000d0000 11:000d0000,3,0.9847737547534723
a4df397b,24:1fefff40 <*> 26:000c65b0 <*>,9,0.9646457533824424
1c35dbf1,<*> 29:00000000 30:30000020 31:1feffff0,2,0.9910932175039976
0d02c0e2,program interrupt,3667,0.834935656672199
1df156aa,0:0000f000 1:1feffff0 2:1eeeeeee 3:30000020,1,1.0
17e5032f,28:40000022 29:30000020 30:0047ac10 31:1feffff0,1,1.0
76bbac67,ciod: <*> coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,3512,0.8358841004383071
1ae4a1e2,<*> floating point alignment exceptions,267725,0.740690987571718
4838660b,<*> <*> 6:00000000 7:00000010,2,0.9910932175039976
7fd12d22,8:05bd2790 9:b1151000 10:fff09d8c 11:b1151000,1,1.0
5aa974ba,"Problem communicating with <*> <*> iDo machine with LP of <*> caught java.lang.IllegalStateException: while executing <*> Operation caught java.lang.RuntimeException: Communication error: (DirectIDo for com.ibm.ido.DirectIDo object <*> with image version 13 and card type <*> is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = <*> Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 2, Actual Op Reply = -1, Expected Sync Command = <*> Actual Sync Reply = -1)",21,0.9473258457610365
f2da6bc5,"While initializing node card, ido with LP of <*> caught java.lang.IllegalStateException: while executing <*> Operation caught java.lang.RuntimeException: Communication error: (DirectIDo for com.ibm.ido.DirectIDo object <*> with image version 13 and card type 4] is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = <*> Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 2, Actual Op Reply = -1, Expected Sync Command = <*> Actual Sync Reply = -1)",10,0.962552091007564
a318d906,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. THE 2.5 VOLT RAIL IS NOT OK. THE 1.5 VOLT RAIL IS NOT OK.,116,0.9106163870930597
e5cc5e88,NodeCard temperature sensor chip <*> is not accessible,5,0.97586697225747
f4d349ec,NodeCard power module <*> is not accessible,230,0.8956735887277385
24866a12,NodeCard VPD chip is not accessible,1,1.0
ff69a746,"While initializing node card, ido with LP of FF:F2:9F:16:E6:86:00:0D:60:E9:19:79 caught java.lang.NullPointerException",1,1.0
3554958a,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. TEMPERATURE MASK IS ACTIVE. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",1,1.0
7d596f8a,<*> Message=Pll failed to lock,3,0.9847737547534723
de284825,<*> Message=ScomError,3,0.9847737547534723
8a1ae52c,<*> Message=Invalid JtagId = ffffffff,63,0.9238687737673619
56d82ede,MailboxMonitor::serviceMailboxes() lib_ido_error: -1019 socket closed,168,0.902538639909712
af5fb8ee,mmcs_server exited normally with exit code <*>,9,0.9646457533824424
0d84da9d,MidplaneSwitchController::sendTrain() port disconnected: R07-M1-L1-U19-E,24,0.9445177520114123
0791d345,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD is OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,49,0.9292915067648846
b054e294,"e error threshold, consider replacing the card",1,1.0
bcf3183d,0:020031c0 1:199670d0 2:1eeeeeee 3:009e8390,1,1.0
48c96e4e,4:b1144000 5:b1144000 6:009e7f40 7:00a29bb0,1,1.0
8ebf576b,8:009e8730 9:00000068 10:009e8730 11:00006c00,1,1.0
7c9d8fce,12:4040c4e2 13:1eeeeeee 14:009e7f40 15:009a9a20,1,1.0
237595de,16:00a29bb0 17:00000065 18:009e7d30 19:009e7b20,1,1.0
005e33ee,24:00000000 <*> 26:00000008 <*>,3,0.9847737547534723
5a77269a,28:005cd234 29:009e8340 30:00000000 31:0000001f,1,1.0
3bb66fd3,lr:004799e4 cr:4040c4e2 xer:00000002 ctr:00481f5c,1,1.0
686339fb,ciod: Error opening node map file <*> No such file or directory,1936,0.8489616122095509
a828f891,shutdown complete,99,0.914065261518357
8424ffca,machine check interrupt (bit=0x09): Torus/Tree/GI read error 0,2,0.9910932175039976
